#{"t_start": 1755726833.5875497, "env_id": "None"}
r,l,t
6635.847357,5000,12850.962402
6635.847357,5000,12855.884269
6635.847357,5000,12860.844451
6635.847357,5000,12865.735554
6635.847357,5000,12870.646011
259.886428,5000,12904.601588
259.886428,5000,12909.878832
259.886428,5000,12914.797081
259.886428,5000,12919.819336
259.886428,5000,12924.801331
104909.258056,5000,12960.079223
104909.258056,5000,12965.081676
104909.258056,5000,12970.226226
104909.258056,5000,12975.273218
104909.258056,5000,12980.286819
-21.448841,5000,13013.610431
-21.448841,5000,13018.62732
-21.448841,5000,13023.533324
-21.448841,5000,13028.491369
-21.448841,5000,13033.397098
-164.649033,5000,13065.844965
-164.649033,5000,13070.676378
-164.649033,5000,13075.55266
-164.649033,5000,13081.304755
-164.649033,5000,13087.847638
22989.915531,5000,13122.010193
22989.915531,5000,13127.20964
22989.915531,5000,13133.091279
22989.915531,5000,13138.293079
22989.915531,5000,13143.29409
872.916967,5000,13176.35108
872.916967,5000,13181.234757
872.916967,5000,13186.018996
872.916967,5000,13190.89085
872.916967,5000,13195.86912
54607.446361,5000,13228.12914
54607.446361,5000,13233.366804
54607.446361,5000,13238.367694
54607.446361,5000,13243.598727
54607.446361,5000,13248.557243
16984.142771,5000,13282.281359
16984.142771,5000,13288.971803
16984.142771,5000,13294.110721
16984.142771,5000,13298.995348
16984.142771,5000,13303.977578
177.238035,5000,13334.387034
177.238035,5000,13339.344803
177.238035,5000,13344.308133
177.238035,5000,13349.251608
177.238035,5000,13354.511321
989.432423,5000,13385.952006
989.432423,5000,13390.565109
989.432423,5000,13395.192005
989.432423,5000,13400.239191
989.432423,5000,13406.086825
747.097615,5000,13437.603396
747.097615,5000,13442.273553
747.097615,5000,13447.86733
747.097615,5000,13452.539989
747.097615,5000,13457.135919
3690.819686,5000,13493.216298
3690.819686,5000,13498.802729
3690.819686,5000,13504.531509
3690.819686,5000,13510.389993
3690.819686,5000,13516.657537
